Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago
1232,HRB,Consumer Cyclical,Personal Services,NYSE,105.1,78,89,84,78
1233,GDEV,Communication Services,Electronic Gaming & Multimedia,NASDAQ,105.09,78,39,27,12
1234,FLS,Industrials,Specialty Industrial Machinery,NYSE,105.07,78,55,75,84
1235,MKTX,Financial Services,Capital Markets,NASDAQ,105.07,78,72,27,15
1236,VMI,Industrials,Conglomerates,NYSE,105.04,78,69,77,22
1237,CEVA,Technology,Semiconductors,NASDAQ,105.04,78,62,32,24
1238,TRP,Energy,Oil & Gas Midstream,NYSE,105.04,78,77,63,34
1239,AROC,Energy,Oil & Gas Equipment & Services,NYSE,104.97,78,80,94,95
1240,PANW,Technology,Software—Infrastructure,NASDAQ,104.95,78,76,75,71
1241,BWSN,n/a,n/a,NYSE,104.87,78,81,73,21
1242,RLTY,Financial Services,Asset Management,NYSE,104.87,78,81,67,50
1243,BCYC,Healthcare,Biotechnology,NASDAQ,104.85,78,79,51,80
1244,AROW,Financial Services,Banks—Regional,NASDAQ,104.83,78,83,88,63
1245,LOVE,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,104.82,77,61,86,38
1246,RCKY,Consumer Cyclical,Footwear & Accessories,NASDAQ,104.82,77,73,94,81
1247,VBTX,Financial Services,Banks—Regional,NASDAQ,104.77,77,81,75,58
1248,BAP,Financial Services,Banks—Regional,NYSE,104.76,77,70,68,79
1249,HBAN,Financial Services,Banks—Regional,NASDAQ,104.74,77,75,78,76
1250,BIP,Utilities,Utilities—Diversified,NYSE,104.74,77,74,59,32
1251,BBAI,Technology,Information Technology Services,NYSE,104.71,77,35,28,33
1252,QVCD,n/a,n/a,NYSE,104.7,77,74,65,82
1253,DPG,Financial Services,Asset Management,NYSE,104.68,77,79,62,39
1254,MYFW,Financial Services,Banks—Regional,NASDAQ,104.68,77,62,72,32
1255,MCO,Financial Services,Financial Data & Stock Exchanges,NYSE,104.67,77,82,78,67
1256,FBIZ,Financial Services,Banks—Regional,NASDAQ,104.66,77,86,77,55
1257,MLAB,Technology,Scientific & Technical Instruments,NASDAQ,104.64,77,75,49,34
1258,TPR,Consumer Cyclical,Luxury Goods,NYSE,104.62,77,64,63,63
1259,TRMK,Financial Services,Banks—Regional,NASDAQ,104.59,77,80,88,71
1260,HITI,Healthcare,Pharmaceutical Retailers,NASDAQ,104.55,77,68,52,92
1261,SO,Utilities,Utilities—Regulated Electric,NYSE,104.54,77,79,70,57
1262,UL,Consumer Defensive,Household & Personal Products,NYSE,104.54,77,83,75,34
1263,CADE,Financial Services,Banks—Regional,NYSE,104.53,77,80,84,83
1264,CASY,Consumer Cyclical,Specialty Retail,NASDAQ,104.51,77,77,86,79
1265,MTSI,Technology,Semiconductors,NASDAQ,104.51,77,55,82,87
1266,XPEV,Consumer Cyclical,Auto Manufacturers,NYSE,104.5,77,24,22,10
1267,CGAU,Basic Materials,Gold,NYSE,104.5,77,68,71,69
1268,INGR,Consumer Defensive,Packaged Foods,NYSE,104.49,77,79,61,68
1269,LICN,Industrials,Specialty Business Services,NASDAQ,104.49,77,95,95,2
1270,BCRX,Healthcare,Biotechnology,NASDAQ,104.49,77,85,87,12
1271,KIND,Communication Services,Internet Content & Information,NYSE,104.49,77,58,89,72
1272,QVCC,n/a,n/a,NYSE,104.44,77,75,61,81
1273,MLYS,Healthcare,Biotechnology,NASDAQ,104.44,77,49,79,57
1274,NI,Utilities,Utilities—Regulated Gas,NYSE,104.43,77,82,66,60
1275,UE,Real Estate,REIT—Diversified,NYSE,104.43,77,79,74,57
1276,TCBI,Financial Services,Banks—Regional,NASDAQ,104.41,77,75,56,52
1277,ICFI,Industrials,Consulting Services,NASDAQ,104.4,77,79,52,73
1278,EMN,Basic Materials,Specialty Chemicals,NYSE,104.35,77,70,62,78
1279,NDP,Financial Services,Asset Management,NYSE,104.35,77,74,65,73
1280,MET,Financial Services,Insurance—Life,NYSE,104.35,77,65,63,71
1281,ZDGE,Communication Services,Internet Content & Information,NYSE MKT,104.34,77,82,95,69
1282,EXAS,Healthcare,Diagnostics & Research,NASDAQ,104.33,77,85,9,29
1283,EXPO,Industrials,Consulting Services,NASDAQ,104.3,77,77,76,25
1284,SAFE,Real Estate,REIT—Diversified,NYSE,104.2,77,88,68,28
1285,AMCR,Consumer Cyclical,Packaging & Containers,NYSE,104.19,77,74,66,35
1286,MDWD,Healthcare,Biotechnology,NASDAQ,104.16,77,92,94,94
1287,PRGS,Technology,Software—Application,NASDAQ,104.15,77,62,44,27
1288,PM,Consumer Defensive,Tobacco,NYSE,104.14,77,85,66,55
1289,OFG,Financial Services,Banks—Regional,NYSE,104.12,77,83,85,74
1290,SWK,Industrials,Tools & Accessories,NYSE,104.12,77,70,30,53
1291,DECAU,Financial Services,Shell Companies,NASDAQ,104.1,77,93,90,77
1292,IR,Industrials,Specialty Industrial Machinery,NYSE,104.07,77,62,84,89
1293,GL,Financial Services,Insurance—Life,NYSE,104.07,77,56,32,10
1294,FFNW,Financial Services,Banks—Regional,NASDAQ,104.06,77,89,90,92
1295,MYGN,Healthcare,Diagnostics & Research,NASDAQ,104.06,77,87,89,30
1296,SBH,Consumer Cyclical,Specialty Retail,NYSE,104.04,77,77,52,41
1297,ACT,Financial Services,Insurance—Specialty,NASDAQ,104.02,77,84,75,73
1298,PRI,Financial Services,Insurance—Life,NYSE,103.99,77,72,69,59
1299,JAKK,Consumer Cyclical,Leisure,NASDAQ,103.99,77,65,20,49
1300,CHW,Financial Services,Asset Management,NASDAQ,103.98,77,70,79,74
1301,SPIR,Industrials,Specialty Business Services,NYSE,103.98,77,61,98,97
1302,HRMY,Healthcare,Biotechnology,NASDAQ,103.97,77,77,61,43
1303,EDR,Communication Services,Entertainment,NYSE,103.96,76,67,70,75
1304,SCD,Financial Services,Asset Management,NYSE,103.93,76,75,69,75
1305,C,Financial Services,Banks—Diversified,NYSE,103.92,76,64,86,89
1306,ECL,Basic Materials,Specialty Chemicals,NYSE,103.91,76,74,80,80
1307,COF,Financial Services,Credit Services,NYSE,103.9,76,62,76,88
1308,COYA,Healthcare,Biotechnology,NASDAQ,103.9,76,34,77,95
1309,CECO,Industrials,Pollution & Treatment Controls,NASDAQ,103.87,76,90,95,94
1310,HTD,Financial Services,Asset Management,NYSE,103.87,76,71,57,53
1311,RRX,Industrials,Specialty Industrial Machinery,NYSE,103.86,76,48,37,83
1312,PX,Financial Services,Asset Management,NYSE,103.85,76,75,59,16
1313,JWN,Consumer Cyclical,Department Stores,NYSE,103.85,76,80,83,71
1314,PBA,Energy,Oil & Gas Midstream,NYSE,103.84,76,75,68,64
1315,SLQT,Financial Services,Insurance Brokers,NYSE,103.83,76,45,99,83
1316,AFBI,Financial Services,Banks—Regional,NASDAQ,103.83,76,81,89,66
1317,BRC,Industrials,Security & Protection Services,NYSE,103.83,76,81,81,64
1318,HLIT,Technology,Communication Equipment,NASDAQ,103.8,76,77,61,16
1319,ILMN,Healthcare,Diagnostics & Research,NASDAQ,103.78,76,56,21,18
1320,CMG,Consumer Cyclical,Restaurants,NYSE,103.78,76,62,68,91
1321,RQI,Financial Services,Asset Management,NYSE,103.78,76,80,63,40
1322,AZZ,Industrials,Metal Fabrication,NYSE,103.77,76,80,92,96
1323,VGAS,Utilities,Utilities - Renewable,NASDAQ,103.76,76,71,78,87
1324,MS,Financial Services,Capital Markets,NYSE,103.76,76,58,73,66
1325,BTO,Financial Services,Asset Management,NYSE,103.75,76,79,74,50
1326,BKNG,Consumer Cyclical,Travel Services,NASDAQ,103.74,76,65,79,75
1327,MORN,Financial Services,Financial Data & Stock Exchanges,NASDAQ,103.74,76,65,73,84
1328,FLNC,Utilities,Utilities—Renewable,NASDAQ,103.71,76,60,18,16
1329,EBC,Financial Services,Banks—Regional,NASDAQ,103.71,76,80,80,46
1330,SPGI,Financial Services,Financial Data & Stock Exchanges,NYSE,103.68,76,82,72,53
1331,NATH,Consumer Cyclical,Restaurants,NASDAQ,103.68,76,65,48,28
1332,GM,Consumer Cyclical,Auto Manufacturers,NYSE,103.66,76,71,84,88
1333,CKPT,Healthcare,Biotechnology,NASDAQ,103.66,76,58,90,10
1334,UTI,Consumer Defensive,Education & Training Services,NYSE,103.58,76,91,96,94
1335,IP,Consumer Cyclical,Packaging & Containers,NYSE,103.57,76,84,85,38
1336,BTI,Consumer Defensive,Tobacco,NYSE,103.57,76,87,69,38
1337,SBRA,Real Estate,REIT—Healthcare Facilities,NASDAQ,103.57,76,87,75,62
1338,HBNC,Financial Services,Banks—Regional,NASDAQ,103.56,76,88,80,55
1339,BCC,Basic Materials,Building Materials,NYSE,103.51,76,74,70,93
1340,WAFD,Financial Services,Banks—Regional,NASDAQ,103.5,76,85,78,42
1341,WD,Financial Services,Mortgage Finance,NYSE,103.48,76,71,79,73
1342,MCS,Communication Services,Entertainment,NYSE,103.47,76,68,16,28
1343,EFSC,Financial Services,Banks—Regional,NASDAQ,103.47,76,85,72,36
1344,FCBC,Financial Services,Banks—Regional,NASDAQ,103.46,76,85,82,62
1345,AMBP,Consumer Cyclical,Packaging & Containers,NYSE,103.43,76,57,59,74
1346,HRI,Industrials,Rental & Leasing Services,NYSE,103.42,76,47,48,82
1347,MRVL,Technology,Semiconductors,NASDAQ,103.39,76,69,56,73
1348,NOK,Technology,Communication Equipment,NYSE,103.36,76,71,42,49
1349,ASGI,Exchange Traded Fund,USA,NYSE,103.36,76,74,76,58
1350,NET,Technology,Software—Infrastructure,NYSE,103.35,76,43,48,84
1351,CFFI,Financial Services,Banks—Regional,NASDAQ,103.35,76,64,51,11
1352,FBMS,Financial Services,Banks—Regional,NYSE,103.35,76,83,60,31
1353,NXL,Healthcare,Medical Devices,NASDAQ,103.34,76,84,97,99
1354,TEO,Communication Services,Telecom Services,NYSE,103.34,76,76,34,83
1355,CGEM,Healthcare,Biotechnology,NASDAQ,103.34,76,86,93,94
1356,CCS,Consumer Cyclical,Residential Construction,NYSE,103.32,76,84,83,75
1357,JPM,Financial Services,Banks—Diversified,NYSE,103.32,76,73,80,82
1358,BAC,Financial Services,Banks—Diversified,NYSE,103.32,76,67,86,85
1359,IT,Technology,Information Technology Services,NYSE,103.28,75,75,66,78
1360,ROIC,Real Estate,REIT—Retail,NASDAQ,103.28,75,79,43,32
1361,SLM,Financial Services,Credit Services,NASDAQ,103.27,75,70,84,89
1362,JBLU,Industrials,Airlines,NASDAQ,103.26,75,42,34,64
1363,PNFP,Financial Services,Banks—Regional,NASDAQ,103.22,75,80,79,73
1364,ADSK,Technology,Software—Application,NASDAQ,103.18,75,66,60,40
1365,PDT,Financial Services,Asset Management,NYSE,103.18,75,78,62,55
1366,GLP,Energy,Oil & Gas Midstream,NYSE,103.17,75,50,44,87
1367,ATO,Utilities,Utilities—Regulated Gas,NYSE,103.16,75,78,53,57
1368,MSGE,Communication Services,Entertainment,NYSE,103.15,75,78,53,79
1369,NXG,Financial Services,Asset Management,NYSE,103.14,75,53,58,71
1370,SRCL,Industrials,Waste Management,NASDAQ,103.09,75,73,79,69
1371,SCSC,Technology,Electronics & Computer Distribution,NASDAQ,103.05,75,76,84,89
1372,MOFG,Financial Services,Banks—Regional,NASDAQ,103.04,75,87,75,29
1373,CFBK,Financial Services,Banks—Regional,NASDAQ,103.04,75,74,64,46
1374,MATX,Industrials,Marine Shipping,NYSE,103.03,75,82,84,78
1375,IFS,Financial Services,Banks—Regional,NYSE,103.0,75,54,45,36
1376,SRV,Financial Services,Asset Management,NYSE,103.0,75,59,61,78
1377,SFNC,Financial Services,Banks—Regional,NASDAQ,102.95,75,77,67,54
1378,MBINN,Financial Services,Banks—Regional,NASDAQ,102.94,75,57,65,56
1379,ABR,Real Estate,REIT—Mortgage,NYSE,102.92,75,56,34,62
1380,FSLR,Technology,Solar,NASDAQ,102.9,75,80,84,62
1381,HD,Consumer Cyclical,Home Improvement Retail,NYSE,102.88,75,60,62,59
1382,AWP,Financial Services,Asset Management,NYSE,102.87,75,86,77,61
1383,OHI,Real Estate,REIT—Healthcare Facilities,NYSE,102.87,75,83,68,51
1384,HEPS,Consumer Cyclical,Internet Retail,NASDAQ,102.87,75,87,98,47
1385,ACU,Consumer Defensive,Household & Personal Products,NYSE MKT,102.87,75,81,68,83
1386,ACM,Industrials,Engineering & Construction,NYSE,102.85,75,63,38,69
1387,ESAB,Industrials,Metal Fabrication,NYSE,102.85,75,71,72,93
1388,ERH,Financial Services,Asset Management,NYSE MKT,102.8,75,70,57,38
1389,GRMN,Technology,Scientific & Technical Instruments,NYSE,102.8,75,83,90,86
1390,OC,Industrials,Building Products & Equipment,NYSE,102.79,75,51,75,87
1391,UZF,n/a,n/a,NYSE,102.78,75,68,81,71
1392,PBHC,Financial Services,Banks—Regional,NASDAQ,102.76,75,79,66,23
1393,SPFI,Financial Services,Banks—Regional,NASDAQ,102.73,75,81,73,56
1394,MBC,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NYSE,102.73,75,65,75,93
1395,IBEX,Technology,Information Technology Services,NASDAQ,102.73,75,83,48,13
1396,VLYPP,Financial Services,Banks—Regional,NASDAQ,102.7,75,71,55,68
1397,UFPI,Basic Materials,Lumber & Wood Production,NASDAQ,102.67,75,58,65,74
1398,CCBG,Financial Services,Banks—Regional,NASDAQ,102.66,75,82,66,28
1399,VMD,Healthcare,Medical Devices,NASDAQ,102.65,75,36,21,35
1400,ABBV,Healthcare,Drug Manufacturers—General,NYSE,102.62,75,78,63,69
1401,BFIN,Financial Services,Banks—Regional,NASDAQ,102.6,75,82,73,68
1402,TRDA,Healthcare,Biotechnology,NASDAQ,102.59,75,38,76,21
1403,NPV,Financial Services,Asset Management,NYSE,102.59,75,67,63,44
1404,RCG,Financial Services,Asset Management,NYSE MKT,102.57,75,72,49,35
1405,AEP,Utilities,Utilities—Regulated Electric,NASDAQ,102.56,75,84,72,63
1406,OLP,Real Estate,REIT—Diversified,NYSE,102.5,75,83,76,69
1407,GABC,Financial Services,Banks—Regional,NASDAQ,102.48,75,82,83,68
1408,CINF,Financial Services,Insurance—Property & Casualty,NASDAQ,102.48,75,81,61,75
1409,GLU,Financial Services,Asset Management,NYSE MKT,102.44,75,73,55,54
1410,JMIA,Consumer Cyclical,Internet Retail,NYSE,102.42,75,28,99,94
1411,CAAP,Industrials,Airports & Air Services,NYSE,102.41,75,60,70,86
1412,TBNK,Financial Services,Banks—Regional,NASDAQ,102.39,75,69,52,8
1413,DCO,Industrials,Aerospace & Defense,NYSE,102.39,75,81,76,65
1414,BANF,Financial Services,Banks—Regional,NASDAQ,102.38,75,79,71,55
1415,KIM,Real Estate,REIT—Retail,NYSE,102.35,75,80,65,36
1416,PLG,Basic Materials,Other Precious Metals & Mining,NYSE MKT,102.34,74,36,91,66
1417,PAAS,Basic Materials,Silver,NYSE,102.3,74,82,89,82
1418,CNTB,Healthcare,Biotechnology,NASDAQ,102.28,74,60,41,82
1419,HONE,Financial Services,Banks—Regional,NASDAQ,102.27,74,80,81,30
1420,AM,Energy,Oil & Gas Midstream,NYSE,102.27,74,72,76,83
1421,UZE,n/a,n/a,NYSE,102.27,74,67,81,70
1422,BMRC,Financial Services,Banks—Regional,NASDAQ,102.26,74,81,75,20
1423,LINC,Consumer Defensive,Education & Training Services,NASDAQ,102.25,74,86,94,84
1424,CB,Financial Services,Insurance—Property & Casualty,NYSE,102.24,74,79,68,76
1425,FMBH,Financial Services,Banks—Regional,NASDAQ,102.24,74,86,79,65
1426,CMA,Financial Services,Banks—Regional,NYSE,102.22,74,76,38,68
1427,AEE,Utilities,Utilities—Regulated Electric,NYSE,102.2,74,74,35,37
1428,JSPR,Healthcare,Biotechnology,NASDAQ,102.14,74,98,93,98
1429,LRN,Consumer Defensive,Education & Training Services,NYSE,102.14,74,91,89,84
1430,BEPC,Utilities,Utilities—Renewable,NYSE,102.14,74,66,69,21
1431,BEPH,n/a,n/a,NYSE,102.13,74,72,61,63
1432,HPQ,Technology,Computer Hardware,NYSE,102.12,74,54,84,32
1433,ADP,Industrials,Staffing & Employment Services,NASDAQ,102.11,74,71,43,60
1434,INTR,Financial Services,Banks—Regional,NASDAQ,102.1,74,88,94,95
1435,EBTC,Financial Services,Banks—Regional,NASDAQ,102.08,74,79,42,22
1436,SHOO,Consumer Cyclical,Footwear & Accessories,NASDAQ,102.08,74,69,74,66
1437,FCF,Financial Services,Banks—Regional,NYSE,102.08,74,83,77,47
1438,FHN,Financial Services,Banks—Regional,NYSE,102.07,74,70,79,60
1439,TMP,Financial Services,Banks—Regional,NYSE MKT,102.07,74,75,68,21
1440,SCWO,Industrials,Pollution & Treatment Controls,NASDAQ,102.06,74,91,16,22
1441,OOMA,Communication Services,Telecom Services,NYSE,102.05,74,73,46,6
1442,PPL,Utilities,Utilities—Regulated Electric,NYSE,102.04,74,77,57,55
1443,BHLB,Financial Services,Banks—Regional,NYSE,102.02,74,82,82,49
1444,COO,Healthcare,Medical Instruments & Supplies,NASDAQ,102.01,74,77,34,40
1445,VHC,Technology,Software—Infrastructure,NYSE,101.98,74,93,23,18
1446,KFY,Industrials,Staffing & Employment Services,NYSE,101.95,74,78,81,80
1447,GTES,Industrials,Specialty Industrial Machinery,NYSE,101.94,74,75,79,90
