Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago
4425,FLGT,Healthcare,Diagnostics & Research,NASDAQ,73.29,21,33,20,13
4426,HAE,Healthcare,Medical Instruments & Supplies,NYSE,73.26,21,26,44,40
4427,MRIN,Technology,Software—Application,NASDAQ,73.22,21,38,17,20
4428,WRLD,Financial Services,Credit Services,NASDAQ,73.19,21,29,45,74
4429,GLBS,Industrials,Marine Shipping,NASDAQ,73.17,21,43,50,88
4430,OESX,Industrials,Electrical Equipment & Parts,NASDAQ,73.14,21,21,33,10
4431,IAUX,Basic Materials,Gold,NYSE MKT,73.13,21,20,10,12
4432,KIDS,Healthcare,Medical Devices,NASDAQ,73.11,21,48,50,33
4433,OXY,Energy,Oil & Gas E&P,NYSE,73.1,21,20,35,68
4434,XELB,Consumer Cyclical,Apparel Manufacturing,NASDAQ,73.07,21,19,10,9
4435,RWAY,Financial Services,Credit Services,NASDAQ,73.05,21,21,27,48
4436,AP,Industrials,Metal Fabrication,NYSE,73.04,21,87,8,16
4437,YELP,Communication Services,Internet Content & Information,NYSE,73.04,21,21,22,47
4438,INFU,Healthcare,Medical Instruments & Supplies,NYSE MKT,73.03,21,18,11,21
4439,INMD,Healthcare,Medical Devices,NASDAQ,73.01,21,16,15,9
4440,HRZN,Financial Services,Asset Management,NASDAQ,73.0,21,27,37,31
4441,DIOD,Technology,Semiconductors,NASDAQ,72.99,21,19,57,28
4442,USPH,Healthcare,Medical Care Facilities,NYSE,72.96,21,23,28,55
4443,BTMD,Healthcare,Medical Care Facilities,NASDAQ,72.96,21,36,92,75
4444,MTN,Consumer Cyclical,Resorts & Casinos,NYSE,72.94,21,23,16,26
4445,MTDR,Energy,Oil & Gas E&P,NYSE,72.94,21,22,50,76
4446,EW,Healthcare,Medical Devices,NYSE,72.92,21,20,52,70
4447,IMOS,Technology,Semiconductors,NASDAQ,72.9,21,20,31,68
4448,FIAC,Financial Services,Shell Companies,NASDAQ,72.87,21,54,43,49
4449,F,Consumer Cyclical,Auto Manufacturers,NYSE,72.85,21,25,68,66
4450,BAOS,Communication Services,Advertising Agencies,NASDAQ,72.84,21,11,5,19
4451,OCSL,Financial Services,Credit Services,NASDAQ,72.84,21,20,21,37
4452,RNXT,Healthcare,Biotechnology,NASDAQ,72.81,21,19,26,26
4453,PMVP,Healthcare,Biotechnology,NASDAQ,72.8,21,13,13,18
4454,SHCO,Consumer Cyclical,Lodging,NYSE,72.79,21,22,32,21
4455,HGV,Consumer Cyclical,Resorts & Casinos,NYSE,72.79,21,23,41,58
4456,BWMX,Consumer Cyclical,Specialty Retail,NYSE,72.75,21,28,47,94
4457,AMWL,Healthcare,Health Information Services,NYSE,72.74,21,13,3,3
4458,IVA,Healthcare,Biotechnology,NASDAQ,72.74,21,10,10,33
4459,KOP,Basic Materials,Specialty Chemicals,NYSE,72.71,21,23,20,87
4460,CRT,Energy,Oil & Gas E&P,NYSE,72.66,21,8,6,14
4461,GLMD,Healthcare,Biotechnology,NASDAQ,72.65,21,24,9,22
4462,CXAI,Technology,Software - Application,NASDAQ,72.65,21,29,31,97
4463,TBPH,Healthcare,Biotechnology,NASDAQ,72.64,21,26,39,31
4464,CVI,Energy,Oil & Gas Refining & Marketing,NYSE,72.62,21,14,12,64
4465,BASE,Technology,Software—Infrastructure,NASDAQ,72.58,21,11,25,87
4466,SQFTP,Real Estate,REIT—Diversified,NASDAQ,72.58,21,28,29,51
4467,EP,Energy,Oil & Gas E&P,NYSE MKT,72.57,21,15,12,11
4468,ESCA,Consumer Cyclical,Leisure,NASDAQ,72.57,21,27,25,20
4469,ICL,Basic Materials,Agricultural Inputs,NYSE,72.56,21,18,23,27
4470,XPRO,Energy,Oil & Gas Equipment & Services,NYSE,72.56,21,23,77,36
4471,EYPT,Healthcare,Biotechnology,NASDAQ,72.55,21,13,8,94
4472,ICHR,Technology,Semiconductor Equipment & Materials,NASDAQ,72.54,20,19,43,75
4473,FSP,Real Estate,REIT—Office,NYSE MKT,72.52,20,25,19,79
4474,BRID,Consumer Defensive,Packaged Foods,NASDAQ,72.49,20,23,21,30
4475,SBT,Financial Services,Banks—Regional,NASDAQ,72.41,20,24,46,24
4476,TV,Communication Services,Telecom Services,NYSE,72.4,20,10,14,29
4477,TREX,Industrials,Building Products & Equipment,NYSE,72.39,20,19,59,90
4478,SD,Energy,Oil & Gas E&P,NYSE,72.37,20,22,21,37
4479,GPCR,Healthcare,Biotechnology,NASDAQ,72.33,20,30,25,36
4480,SUP,Consumer Cyclical,Auto Parts,NYSE,72.32,20,28,35,75
4481,CLIR,Industrials,Pollution & Treatment Controls,NASDAQ,72.29,20,18,20,19
4482,WFRD,Energy,Oil & Gas Equipment & Services,NASDAQ,72.22,20,25,88,91
4483,CFLT,Technology,Software—Infrastructure,NASDAQ,72.22,20,13,21,69
4484,MIST,Healthcare,Biotechnology,NASDAQ,72.2,20,22,13,16
4485,ODV,Basic Materials,Gold,NYSE,72.2,20,28,13,9
4486,DTST,Technology,Information Technology Services,NASDAQ,72.18,20,16,96,96
4487,LW,Consumer Defensive,Packaged Foods,NYSE,72.16,20,10,17,19
4488,CTRN,Consumer Cyclical,Apparel Retail,NASDAQ,72.1,20,12,18,37
4489,NSP,Industrials,Staffing & Employment Services,NYSE,72.07,20,24,23,32
4490,CRSP,Healthcare,Biotechnology,NASDAQ,72.02,20,16,44,60
4491,BEN,Financial Services,Asset Management,NYSE,72.02,20,19,25,39
4492,PAX,Financial Services,Asset Management,NASDAQ,72.02,20,18,21,37
4493,QNCX,Healthcare,Biotechnology,NASDAQ,72.01,20,17,7,25
4494,ACDC,Energy,Oil & Gas Equipment & Services,NASDAQ,71.97,20,14,19,24
4495,PD,Technology,Software—Application,NYSE,71.95,20,17,24,23
4496,LILM,Industrials,Aerospace & Defense,NASDAQ,71.92,20,20,62,88
4497,TLK,Communication Services,Telecom Services,NYSE,71.91,20,33,21,16
4498,CLDX,Healthcare,Biotechnology,NASDAQ,71.89,20,81,54,71
4499,PLL,Basic Materials,Other Industrial Metals & Mining,NASDAQ,71.87,20,4,7,3
4500,TNET,Industrials,Staffing & Employment Services,NYSE,71.86,20,23,25,83
4501,AVTX,Healthcare,Biotechnology,NASDAQ,71.84,20,21,69,87
4502,RILYK,n/a,n/a,NASDAQ,71.84,20,24,48,36
4503,BE,Industrials,Electrical Equipment & Parts,NYSE,71.78,20,14,79,13
4504,PLX,Healthcare,Biotechnology,NYSE MKT,71.73,20,18,15,15
4505,HYPR,Healthcare,Medical Devices,NASDAQ,71.72,20,31,46,7
4506,RIOT,Technology,Software—Application,NASDAQ,71.7,20,7,70,62
4507,UEIC,Technology,Consumer Electronics,NASDAQ,71.69,20,25,81,53
4508,NYCB,Financial Services,Banks—Regional,NYSE,71.69,20,19,10,1
4509,VRNT,Technology,Software—Infrastructure,NASDAQ,71.68,20,25,77,56
4510,WDS,Energy,Oil & Gas E&P,NYSE,71.68,20,20,25,20
4511,SVRA,Healthcare,Biotechnology,NASDAQ,71.66,20,52,59,92
4512,ZOM,Healthcare,Drug Manufacturers—Specialty & Generic,NYSE MKT,71.66,20,23,38,18
4513,HE,Utilities,Utilities—Diversified,NYSE,71.65,20,59,83,8
4514,TURN,Financial Services,Asset Management,NASDAQ,71.64,20,21,20,31
4515,LVLU,Consumer Cyclical,Apparel Retail,NASDAQ,71.63,20,16,56,6
4516,CGA,Basic Materials,Agricultural Inputs,NYSE,71.59,20,19,20,83
4517,IPHA,Healthcare,Biotechnology,NASDAQ,71.56,20,27,16,24
4518,LCUT,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,71.52,20,26,69,95
4519,IDYA,Healthcare,Biotechnology,NASDAQ,71.48,20,45,86,90
4520,SSRM,Basic Materials,Gold,NASDAQ,71.48,20,37,8,3
4521,MGA,Consumer Cyclical,Auto Parts,NYSE,71.46,20,18,17,27
4522,GTLS,Industrials,Specialty Industrial Machinery,NYSE,71.44,20,18,59,73
4523,CTKB,Healthcare,Medical Devices,NASDAQ,71.42,20,16,29,15
4524,WST,Healthcare,Medical Instruments & Supplies,NYSE,71.41,20,19,19,62
4525,BRCC,Consumer Defensive,Packaged Foods,NYSE,71.4,20,10,91,62
4526,EHTH,Financial Services,Insurance Brokers,NASDAQ,71.38,20,12,13,10
4527,ESGRO,Financial Services,Insurance—Diversified,NASDAQ,71.37,20,18,47,45
4528,ACET,Healthcare,Biotechnology,NASDAQ,71.29,20,33,6,26
4529,MVIS,Technology,Scientific & Technical Instruments,NASDAQ,71.24,19,14,6,7
4530,WBD,Communication Services,Entertainment,NASDAQ,71.24,19,33,20,15
4531,FMX,Consumer Defensive,Beverages—Brewers,NYSE,71.23,19,26,36,54
4532,TARA,Healthcare,Biotechnology,NASDAQ,71.12,19,20,39,91
4533,MX,Technology,Semiconductors,NYSE,71.06,19,17,13,8
4534,DARE,Healthcare,Biotechnology,NASDAQ,71.05,19,9,15,9
4535,VET,Energy,Oil & Gas E&P,NYSE,71.02,19,16,21,36
4536,IEP,Industrials,Conglomerates,NASDAQ,71.01,19,13,23,15
4537,AEHR,Technology,Semiconductor Equipment & Materials,NASDAQ,71.01,19,12,70,3
4538,UPLD,Technology,Software—Application,NASDAQ,71.0,19,14,14,7
4539,EKSO,Healthcare,Medical Instruments & Supplies,NASDAQ,70.97,19,73,31,19
4540,DWSN,Energy,Oil & Gas Equipment & Services,NASDAQ,70.94,19,20,55,28
4541,RXRX,Healthcare,Biotechnology,NASDAQ,70.92,19,11,24,34
4542,STNE,Technology,Software—Infrastructure,NASDAQ,70.92,19,28,28,77
4543,ALRM,Technology,Software—Application,NASDAQ,70.92,19,22,65,78
4544,IPGP,Technology,Semiconductor Equipment & Materials,NASDAQ,70.9,19,14,24,19
4545,TALO,Energy,Oil & Gas E&P,NYSE,70.9,19,26,15,36
4546,ADVM,Healthcare,Biotechnology,NASDAQ,70.9,19,14,10,62
4547,LULU,Consumer Cyclical,Apparel Retail,NASDAQ,70.9,19,11,10,23
4548,AXL,Consumer Cyclical,Auto Parts,NYSE,70.85,19,18,25,36
4549,SXC,Basic Materials,Coking Coal,NYSE,70.82,19,19,59,73
4550,BIIB,Healthcare,Drug Manufacturers—General,NASDAQ,70.8,19,21,32,14
4551,GRVY,Communication Services,Electronic Gaming & Multimedia,NASDAQ,70.78,19,17,57,52
4552,KORE,Communication Services,Telecom Services,NYSE,70.76,19,11,1,26
4553,AXTI,Technology,Semiconductor Equipment & Materials,NASDAQ,70.76,19,13,80,61
4554,GPRK,Energy,Oil & Gas E&P,NYSE,70.73,19,17,41,40
4555,BILL,Technology,Software—Application,NYSE,70.72,19,17,9,13
4556,INUV,Communication Services,Advertising Agencies,NYSE MKT,70.71,19,27,75,73
4557,IOBT,Healthcare,Biotechnology,NASDAQ,70.69,19,7,53,32
4558,MYRG,Industrials,Engineering & Construction,NASDAQ,70.68,19,11,28,80
4559,THRM,Consumer Cyclical,Auto Parts,NASDAQ,70.68,19,27,31,35
4560,WOR,Industrials,Metal Fabrication,NYSE,70.68,19,23,34,88
4561,PT,Financial Services,Credit Services,NASDAQ,70.66,19,32,32,43
4562,QRTEA,Consumer Cyclical,Internet Retail,NASDAQ,70.65,19,10,23,90
4563,NXT,Technology,Solar,NASDAQ,70.65,19,12,72,71
4564,CNTY,Consumer Cyclical,Resorts & Casinos,NASDAQ,70.62,19,12,8,9
4565,GRNQ,Industrials,Consulting Services,NASDAQ,70.6,19,26,20,46
4566,MUR,Energy,Oil & Gas E&P,NYSE,70.55,19,19,29,73
4567,EPAM,Technology,Information Technology Services,NYSE,70.54,19,27,17,34
4568,ALGN,Healthcare,Medical Devices,NASDAQ,70.5,19,27,19,63
4569,PGY,Technology,Software—Infrastructure,NASDAQ,70.48,19,31,69,10
4570,AIN,Consumer Cyclical,Textile Manufacturing,NYSE,70.47,19,35,37,42
4571,GES,Consumer Cyclical,Apparel Retail,NYSE,70.42,19,22,34,83
4572,NOV,Energy,Oil & Gas Equipment & Services,NYSE,70.42,19,21,33,33
4573,JWEL,Consumer Cyclical,Internet Retail,NASDAQ,70.41,19,11,76,2
4574,DOMH,Healthcare,Biotechnology,NASDAQ,70.34,19,24,10,70
4575,ZD,Communication Services,Advertising Agencies,NASDAQ,70.33,19,19,17,16
4576,GSM,Basic Materials,Other Industrial Metals & Mining,NASDAQ,70.33,19,16,66,54
4577,III,Technology,Information Technology Services,NASDAQ,70.32,19,26,15,16
4578,ONEW,Consumer Cyclical,Recreational Vehicles,NASDAQ,70.3,19,20,43,21
4579,KFFB,Financial Services,Banks—Regional,NASDAQ,70.29,19,11,12,17
4580,PHAR,Healthcare,Biotechnology,NASDAQ,70.27,19,15,13,21
4581,SJT,Energy,Oil & Gas E&P,NYSE,70.24,19,13,10,11
4582,ITRM,Healthcare,Biotechnology,NASDAQ,70.23,19,26,47,90
4583,LKQ,Consumer Cyclical,Auto Parts,NASDAQ,70.19,19,25,22,19
4584,OFS,Financial Services,Asset Management,NASDAQ,70.18,19,21,20,25
4585,SID,Basic Materials,Steel,NYSE,70.17,18,20,15,36
4586,MRAM,Technology,Semiconductors,NASDAQ,70.16,18,13,10,23
4587,DTIL,Healthcare,Biotechnology,NASDAQ,70.16,18,25,22,18
4588,ZKIN,Basic Materials,Steel,NASDAQ,70.16,18,16,38,50
4589,SGML,Basic Materials,Other Industrial Metals & Mining,NASDAQ,70.14,18,10,7,5
4590,UGP,Energy,Oil & Gas Refining & Marketing,NYSE,70.09,18,29,23,82
4591,IMTX,Healthcare,Biotechnology,NASDAQ,70.07,18,55,74,62
4592,FBIO,Healthcare,Biotechnology,NASDAQ,70.07,18,18,30,9
4593,VAC,Consumer Cyclical,Resorts & Casinos,NYSE,70.06,18,16,22,44
4594,TOPS,Industrials,Marine Shipping,NYSE MKT,70.06,18,12,35,85
4595,CMND,Healthcare,Biotechnology,NASDAQ,70.02,18,20,30,5
4596,AZTA,Healthcare,Medical Instruments & Supplies,NASDAQ,70.0,18,22,43,44
4597,DOOO,Consumer Cyclical,Recreational Vehicles,NASDAQ,69.98,18,28,29,34
4598,LEA,Consumer Cyclical,Auto Parts,NYSE,69.97,18,18,20,40
4599,DGHI,Technology,Software—Application,NASDAQ,69.96,18,22,55,28
4600,VRA,Consumer Cyclical,Footwear & Accessories,NASDAQ,69.9,18,15,31,37
4601,STAA,Healthcare,Medical Instruments & Supplies,NASDAQ,69.88,18,17,39,77
4602,SMLR,Healthcare,Medical Devices,NASDAQ,69.86,18,13,67,21
4603,WNS,Technology,Information Technology Services,NYSE,69.85,18,39,28,12
4604,PMCB,Healthcare,Biotechnology,NASDAQ,69.85,18,21,19,26
4605,HAL,Energy,Oil & Gas Equipment & Services,NYSE,69.83,18,16,23,50
4606,DRTS,Healthcare,Biotechnology,NASDAQ,69.81,18,22,9,15
4607,BORR,Energy,Oil & Gas Drilling,NYSE,69.8,18,22,48,18
4608,NEGG,Consumer Cyclical,Internet Retail,NASDAQ,69.78,18,14,72,34
4609,PRGO,Healthcare,Drug Manufacturers—Specialty & Generic,NYSE,69.77,18,34,21,29
4610,LEDS,Technology,Semiconductors,NASDAQ,69.74,18,32,26,37
4611,HELE,Consumer Defensive,Household & Personal Products,NASDAQ,69.72,18,6,4,28
4612,MAPS,Technology,Software—Application,NASDAQ,69.7,18,28,27,79
4613,IONS,Healthcare,Biotechnology,NASDAQ,69.69,18,31,59,34
4614,ACLS,Technology,Semiconductor Equipment & Materials,NASDAQ,69.67,18,13,46,11
4615,PLBY,Consumer Cyclical,Leisure,NASDAQ,69.67,18,21,31,26
4616,FWRG,Consumer Cyclical,Restaurants,NASDAQ,69.65,18,17,13,82
4617,MCFT,Consumer Cyclical,Recreational Vehicles,NASDAQ,69.64,18,21,22,23
4618,JILL,Consumer Cyclical,Apparel Retail,NYSE,69.61,18,26,94,56
4619,USIO,Technology,Information Technology Services,NASDAQ,69.6,18,21,29,20
4620,SQFT,Real Estate,REIT—Diversified,NASDAQ,69.58,18,15,20,59
4621,MOS,Basic Materials,Agricultural Inputs,NYSE,69.56,18,18,21,22
4622,DAIO,Technology,Electronic Components,NASDAQ,69.54,18,16,14,51
4623,TLRY,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,69.54,18,27,33,34
4624,TWIN,Industrials,Specialty Industrial Machinery,NASDAQ,69.54,18,30,26,88
4625,FRLAW,Financial Services,Shell Companies,NASDAQ,69.53,18,24,18,82
4626,SFIX,Consumer Cyclical,Apparel Retail,NASDAQ,69.52,18,69,93,8
4627,CMPS,Healthcare,Medical Care Facilities,NASDAQ,69.51,18,27,26,53
4628,EFOI,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,69.48,18,19,18,15
4629,GMAB,Healthcare,Biotechnology,NASDAQ,69.47,18,26,22,25
4630,PATH,Technology,Software—Infrastructure,NYSE,69.44,18,16,8,64
4631,VIR,Healthcare,Biotechnology,NASDAQ,69.41,18,18,62,13
4632,TTGT,Communication Services,Internet Content & Information,NASDAQ,69.32,18,16,51,23
4633,SCYX,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,69.32,18,21,71,14
4634,SNOW,Technology,Software—Application,NYSE,69.32,18,14,15,24
4635,BBWI,Consumer Cyclical,Specialty Retail,NYSE,69.3,18,12,31,84
4636,EVC,Communication Services,Broadcasting,NYSE,69.3,18,23,9,4
4637,ESTC,Technology,Software—Application,NYSE,69.26,18,14,82,84
4638,STRR,Healthcare,Diagnostics & Research,NASDAQ,69.26,18,26,36,36
4639,CURV,Consumer Cyclical,Apparel Retail,NYSE,69.25,18,74,98,93
4640,ARHS,Consumer Cyclical,Home Improvement Retail,NASDAQ,69.24,18,29,88,93
4641,FORA,Healthcare,Health Information Services,NASDAQ,69.21,17,23,25,39
4642,TDC,Technology,Software—Infrastructure,NYSE,69.21,17,15,10,17
4643,RICK,Consumer Cyclical,Restaurants,NASDAQ,69.18,17,20,15,18
4644,BBGI,Communication Services,Broadcasting,NASDAQ,69.17,17,14,14,23
4645,SLND,Industrials,Engineering & Construction,NYSE MKT,69.13,17,11,9,13
4646,URGN,Healthcare,Biotechnology,NASDAQ,69.12,17,18,81,81
4647,MDXG,Healthcare,Biotechnology,NASDAQ,69.11,17,19,47,58
4648,NNOX,Healthcare,Medical Devices,NASDAQ,69.06,17,18,37,91
4649,TMC,Basic Materials,Other Industrial Metals & Mining,NASDAQ,69.02,17,15,31,93
4650,PYPD,Healthcare,Biotechnology,NASDAQ,69.02,17,14,8,10
4651,ACRS,Healthcare,Diagnostics & Research,NASDAQ,68.99,17,25,11,4
4652,ALEC,Healthcare,Biotechnology,NASDAQ,68.99,17,38,46,25
4653,NBTX,Healthcare,Biotechnology,NASDAQ,68.97,17,20,18,22
4654,UDMY,Consumer Defensive,Education & Training Services,NASDAQ,68.94,17,18,14,30
4655,AYTU,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,68.9,17,48,58,66
4656,PYCR,Technology,Software—Application,NASDAQ,68.86,17,22,7,16
4657,RRGB,Consumer Cyclical,Restaurants,NASDAQ,68.84,17,3,10,8
4658,LVTX,Healthcare,Biotechnology,NASDAQ,68.83,17,23,50,97
4659,NOTE,Technology,Information Technology Services,NYSE,68.81,17,20,87,21
4660,VLN,Technology,Semiconductors,NYSE,68.79,17,22,79,36
4661,NC,Energy,Thermal Coal,NYSE,68.77,17,21,35,16
4662,LTRN,Healthcare,Biotechnology,NASDAQ,68.77,17,14,34,92
4663,APA,Energy,Oil & Gas E&P,NASDAQ,68.72,17,15,26,27
4664,PLAY,Communication Services,Entertainment,NASDAQ,68.7,17,11,17,88
4665,OMI,Healthcare,Medical Distribution,NYSE,68.66,17,20,12,92
4666,SCPH,Healthcare,Biotechnology,NASDAQ,68.65,17,58,15,13
4667,XPOF,Consumer Cyclical,Leisure,NYSE,68.64,17,30,84,18
4668,PACB,Healthcare,Medical Devices,NASDAQ,68.63,17,8,5,0
4669,XRAY,Healthcare,Medical Instruments & Supplies,NASDAQ,68.61,17,22,14,21
4670,MHUA,Healthcare,Medical Instruments & Supplies,NASDAQ,68.6,17,45,33,4
4671,TORO,Industrials,Marine Shipping,NASDAQ,68.58,17,13,16,26
4672,ESGRP,Financial Services,Insurance—Diversified,NASDAQ,68.58,17,17,43,63
4673,BA,Industrials,Aerospace & Defense,NYSE,68.53,17,17,28,19
4674,OBE,Energy,Oil & Gas E&P,NYSE MKT,68.47,17,16,34,81
4675,HYFM,Industrials,Farm & Heavy Construction Machinery,NASDAQ,68.46,17,19,8,22
4676,PROK,Healthcare,Biotechnology,NASDAQ,68.44,17,35,30,41
4677,RPTX,Healthcare,Biotechnology,NASDAQ,68.44,17,9,18,5
4678,OBIO,Healthcare,Biotechnology,NASDAQ,68.37,17,11,90,7
4679,SILC,Technology,Communication Equipment,NASDAQ,68.37,17,14,15,10
4680,RELY,Technology,Software—Infrastructure,NASDAQ,68.37,17,25,9,43
4681,GHRS,Healthcare,Biotechnology,NASDAQ,68.35,17,22,80,93
4682,ARBK,Financial Services,Capital Markets,NASDAQ,68.34,17,18,41,60
4683,CHRD,Energy,Oil & Gas E&P,NASDAQ,68.29,17,22,61,81
4684,CCM,Healthcare,Medical Care Facilities,NYSE,68.28,17,21,49,5
4685,EBON,Technology,Computer Hardware,NASDAQ,68.21,17,19,13,43
4686,SBSW,Basic Materials,Gold,NYSE,68.2,17,22,16,21
4687,MERC,Basic Materials,Paper & Paper Products,NASDAQ,68.19,17,12,21,73
4688,LUNG,Healthcare,Medical Devices,NASDAQ,68.17,17,42,18,9
4689,RLAY,Healthcare,Biotechnology,NASDAQ,68.15,17,40,65,8
4690,OCEA,Healthcare,Biotechnology,NASDAQ,68.13,17,9,14,87
4691,ZYXI,Healthcare,Medical Distribution,NASDAQ,68.11,17,19,37,74
4692,MIND,Technology,Scientific & Technical Instruments,NASDAQ,68.05,17,9,19,3
4693,EVTL,Industrials,Aerospace & Defense,NYSE,68.05,17,62,37,20
4694,IDN,Technology,Software—Application,NASDAQ,68.03,17,20,87,94
4695,GRWG,Consumer Cyclical,Specialty Retail,NASDAQ,68.0,17,19,32,32
4696,IMKTA,Consumer Defensive,Grocery Stores,NASDAQ,67.97,17,36,27,23
4697,NARI,Healthcare,Medical Devices,NASDAQ,67.93,16,29,68,8
4698,BMRN,Healthcare,Biotechnology,NASDAQ,67.93,16,17,28,48
4699,DSX,Industrials,Marine Shipping,NYSE,67.91,16,16,21,23
4700,FIVE,Consumer Cyclical,Specialty Retail,NASDAQ,67.91,16,10,3,17
4701,TDW,Energy,Oil & Gas Equipment & Services,NYSE,67.88,16,29,90,93
4702,SIFY,Communication Services,Telecom Services,NASDAQ,67.86,16,7,1,17
4703,QS,Consumer Cyclical,Auto Parts,NYSE,67.85,16,36,82,17
4704,ANGH,Communication Services,Entertainment,NASDAQ,67.78,16,23,20,56
4705,NMG,Basic Materials,Other Industrial Metals & Mining,NYSE,67.75,16,9,13,14
4706,VTVT,Healthcare,Biotechnology,NASDAQ,67.7,16,25,75,96
4707,XELA,Technology,Software—Application,NASDAQ,67.68,16,15,31,6
4708,DHX,Industrials,Staffing & Employment Services,NYSE,67.66,16,11,17,20
4709,VSH,Technology,Semiconductors,NYSE,67.6,16,17,41,30
4710,EL,Consumer Defensive,Household & Personal Products,NYSE,67.59,16,9,9,36
4711,ARCT,Healthcare,Biotechnology,NASDAQ,67.57,16,12,20,38
4712,IXHL,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,67.57,16,9,75,78
4713,ITOS,Healthcare,Biotechnology,NASDAQ,67.57,16,34,92,42
4714,WHLM,Industrials,Specialty Business Services,NASDAQ,67.51,16,45,85,78
4715,SNCY,Industrials,Airlines,NASDAQ,67.5,16,22,15,31
4716,SBET,Consumer Cyclical,Gambling,NASDAQ,67.49,16,8,1,9
4717,WRAP,Technology,Scientific & Technical Instruments,NASDAQ,67.47,16,21,24,58
4718,NXPL,Technology,Software—Application,NASDAQ,67.46,16,54,13,8
4719,PETS,Healthcare,Pharmaceutical Retailers,NASDAQ,67.41,16,9,6,3
4720,BRY,Energy,Oil & Gas E&P,NASDAQ,67.39,16,21,25,83
4721,SATL,Technology,Scientific & Technical Instruments,NASDAQ,67.34,16,15,22,23
4722,NGVT,Basic Materials,Specialty Chemicals,NYSE,67.31,16,19,31,36
4723,AIRT,Industrials,Integrated Freight & Logistics,NASDAQ,67.28,16,51,90,85
4724,COHU,Technology,Semiconductor Equipment & Materials,NASDAQ,67.26,16,15,30,22
4725,ALLO,Healthcare,Biotechnology,NASDAQ,67.16,16,32,14,30
4726,FET,Energy,Oil & Gas Equipment & Services,NYSE,67.14,16,19,15,23
4727,OABI,Healthcare,Biotechnology,NASDAQ,67.1,16,30,25,30
4728,THTX,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,67.06,16,34,23,15
4729,CSTM,Basic Materials,Aluminum,NYSE,67.06,16,23,35,84
4730,SYPR,Consumer Cyclical,Auto Parts,NASDAQ,67.05,16,22,37,16
4731,RTO,Industrials,Specialty Business Services,NYSE,67.04,16,20,32,24
4732,SOPH,Healthcare,Health Information Services,NASDAQ,67.03,16,43,54,81
4733,ARMP,Healthcare,Biotechnology,NYSE MKT,67.0,16,15,90,60
4734,DIT,Consumer Defensive,Food Distribution,NYSE MKT,66.93,16,25,19,18
4735,ARTL,Healthcare,Biotechnology,NASDAQ,66.9,16,23,34,17
4736,BOOM,Energy,Oil & Gas Equipment & Services,NASDAQ,66.89,16,9,13,26
4737,DRCT,Communication Services,Advertising Agencies,NASDAQ,66.89,16,5,25,96
4738,SYNA,Technology,Semiconductors,NASDAQ,66.86,16,18,33,22
4739,CPIX,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,66.86,16,14,18,25
4740,SSL,Basic Materials,Specialty Chemicals,NYSE,66.86,16,24,11,10
4741,ARAY,Healthcare,Medical Devices,NASDAQ,66.83,16,32,9,14
4742,FLYW,Technology,Information Technology Services,NASDAQ,66.81,16,23,12,20
4743,PERF,Technology,Software—Application,NYSE,66.8,16,20,14,13
4744,VC,Consumer Cyclical,Auto Parts,NASDAQ,66.78,16,16,22,20
4745,ENOV,Industrials,Specialty Industrial Machinery,NYSE,66.75,16,21,16,38
4746,CC,Basic Materials,Specialty Chemicals,NYSE,66.69,16,10,18,26
4747,FGF,Financial Services,Insurance—Diversified,NASDAQ,66.68,16,16,9,24
4748,WNC,Industrials,Farm & Heavy Construction Machinery,NYSE,66.62,16,19,25,66
4749,CBRL,Consumer Cyclical,Restaurants,NASDAQ,66.57,16,13,8,17
4750,CABO,Communication Services,Telecom Services,NYSE,66.5,16,16,10,10
4751,TRIP,Consumer Cyclical,Travel Services,NASDAQ,66.5,16,12,20,91
4752,LSCC,Technology,Semiconductors,NASDAQ,66.49,16,13,13,25
4753,ACHC,Healthcare,Medical Care Facilities,NASDAQ,66.46,16,64,19,27
4754,WVVI,Consumer Defensive,Beverages—Wineries & Distilleries,NASDAQ,66.43,16,14,10,18
4755,VOC,Energy,Oil & Gas E&P,NYSE,66.41,15,16,9,14
4756,ASAN,Technology,Software—Application,NYSE,66.4,15,18,20,17
4757,ALTO,Basic Materials,Specialty Chemicals,NASDAQ,66.39,15,21,8,25
4758,QRTEB,Consumer Cyclical,Internet Retail,NASDAQ,66.35,15,15,11,11
4759,QLYS,Technology,Software—Infrastructure,NASDAQ,66.33,15,19,21,68
4760,JBI,Industrials,Building Products & Equipment,NYSE,66.33,15,18,50,89
4761,GROV,Consumer Defensive,Household & Personal Products,NYSE,66.31,15,12,17,22
4762,KRON,Healthcare,Biotechnology,NASDAQ,66.27,15,19,65,17
4763,LUCD,Healthcare,Medical Devices,NASDAQ,66.25,15,24,14,5
